city_code,city,uf,lat,long,radiance,geometry,distance_to_city,rank
1101450,Parecis ,RO,-12.175000697400009,-61.5874990527,0.35559005,POINT (-61.5874990527 -12.175000697400009),0.0115551290320237,26.0
1101450,Parecis ,RO,-12.175000697400009,-61.583332386,0.29239297,POINT (-61.583332386 -12.175000697400009),0.0154393367360358,44.0
1101450,Parecis ,RO,-12.175000697400009,-61.57916571929999,0.2813152,POINT (-61.57916571929999 -12.175000697400009),0.0194408706988373,70.0
1101450,Parecis ,RO,-12.179167364099996,-61.6208323863,0.29971656,POINT (-61.6208323863 -12.179167364099996),0.0228439408136921,96.0
1101450,Parecis ,RO,-12.179167364099996,-61.61666571959999,0.37710473,POINT (-61.61666571959999 -12.179167364099996),0.0186793993902114,61.0
1101450,Parecis ,RO,-12.179167364099996,-61.61249905289999,1.1893015,POINT (-61.61249905289999 -12.179167364099996),0.0145160777773034,37.0
1101450,Parecis ,RO,-12.179167364099996,-61.6083323862,5.9013114,POINT (-61.6083323862 -12.179167364099996),0.0103554473236244,19.0
1101450,Parecis ,RO,-12.179167364099996,-61.6041657195,13.603523,POINT (-61.6041657195 -12.179167364099996),0.0062029257037051,7.0
1101450,Parecis ,RO,-12.179167364099996,-61.5999990528,12.507647,POINT (-61.5999990528 -12.179167364099996),0.0021070140190961,1.0
1101450,Parecis ,RO,-12.179167364099996,-61.5958323861,3.320797,POINT (-61.5958323861 -12.179167364099996),0.0022638356047762,2.0
1101450,Parecis ,RO,-12.179167364099996,-61.5916657194,0.95270437,POINT (-61.5916657194 -12.179167364099996),0.0063665232263804,8.0
1101450,Parecis ,RO,-12.179167364099996,-61.5874990527,0.6914534,POINT (-61.5874990527 -12.179167364099996),0.0105196248562595,20.0
1101450,Parecis ,RO,-12.179167364099996,-61.583332386,0.5148282,POINT (-61.583332386 -12.179167364099996),0.0146804161732023,40.0
1101450,Parecis ,RO,-12.179167364099996,-61.57916571929999,0.4533369,POINT (-61.57916571929999 -12.179167364099996),0.0188438041196205,63.0
1101450,Parecis ,RO,-12.179167364099996,-61.57499905259999,0.3779619,POINT (-61.57499905259999 -12.179167364099996),0.0230083791510056,98.0
1101450,Parecis ,RO,-12.183334030799998,-61.6208323863,0.27344218,POINT (-61.6208323863 -12.183334030799998),0.0231021504377158,99.0
1101450,Parecis ,RO,-12.183334030799998,-61.61666571959999,0.46152422,POINT (-61.61666571959999 -12.183334030799998),0.0189943066345264,65.0
1101450,Parecis ,RO,-12.183334030799998,-61.61249905289999,1.4379925,POINT (-61.61249905289999 -12.183334030799998),0.0149191231975643,41.0
1101450,Parecis ,RO,-12.183334030799998,-61.6083323862,6.1577396,POINT (-61.6083323862 -12.183334030799998),0.01091324938869,22.0
1101450,Parecis ,RO,-12.183334030799998,-61.6041657195,12.279431,POINT (-61.6041657195 -12.183334030799998),0.0070950694311661,9.0
1101450,Parecis ,RO,-12.183334030799998,-61.5999990528,9.525151,POINT (-61.5999990528 -12.183334030799998),0.0040377259718868,3.0
1101450,Parecis ,RO,-12.183334030799998,-61.5958323861,1.9178269,POINT (-61.5958323861 -12.183334030799998),0.0041217319894474,4.0
1101450,Parecis ,RO,-12.183334030799998,-61.5916657194,1.0238358,POINT (-61.5916657194 -12.183334030799998),0.0072385316839413,10.0
1101450,Parecis ,RO,-12.183334030799998,-61.5874990527,0.82320553,POINT (-61.5874990527 -12.183334030799998),0.0110691567006622,24.0
1101450,Parecis ,RO,-12.183334030799998,-61.583332386,0.69030863,POINT (-61.583332386 -12.183334030799998),0.0150790696651286,42.0
1101450,Parecis ,RO,-12.183334030799998,-61.57916571929999,0.60541147,POINT (-61.57916571929999 -12.183334030799998),0.0191560088913638,68.0
1101450,Parecis ,RO,-12.183334030799998,-61.57499905259999,0.5108858,POINT (-61.57499905259999 -12.183334030799998),0.0232647637878361,100.0
1101450,Parecis ,RO,-12.1875006975,-61.61666571959999,0.4069239,POINT (-61.61666571959999 -12.1875006975),0.0201833998684965,74.0
1101450,Parecis ,RO,-12.1875006975,-61.61249905289999,0.6847037,POINT (-61.61249905289999 -12.1875006975),0.0164062848539611,49.0
1101450,Parecis ,RO,-12.1875006975,-61.6083323862,2.511633,POINT (-61.6083323862 -12.1875006975),0.0128718669176213,29.0
1101450,Parecis ,RO,-12.1875006975,-61.6041657195,4.585271,POINT (-61.6041657195 -12.1875006975),0.009845098067479,17.0
1101450,Parecis ,RO,-12.1875006975,-61.5999990528,2.8857567,POINT (-61.5999990528 -12.1875006975),0.007930269651737,12.0
1101450,Parecis ,RO,-12.1875006975,-61.5958323861,1.0500706,POINT (-61.5958323861 -12.1875006975),0.0079733694457266,14.0
1101450,Parecis ,RO,-12.1875006975,-61.5916657194,0.71806085,POINT (-61.5916657194 -12.1875006975),0.0099489842026528,18.0
1101450,Parecis ,RO,-12.1875006975,-61.5874990527,0.6180655,POINT (-61.5874990527 -12.1875006975),0.013004313737719,30.0
1101450,Parecis ,RO,-12.1875006975,-61.583332386,0.56476617,POINT (-61.583332386 -12.1875006975),0.0165518665923518,50.0
